,t,Q,T
3499,558.0,4.0,58.0
3500,559.0,4.0,58.0
3501,560.0,4.0,58.0
3502,561.0,4.0,58.0
3503,562.0,4.0,58.0
3504,563.0,4.0,58.0
3505,564.0,4.0,58.0
3506,565.0,4.0,58.0
3507,566.0,4.0,58.0
3508,567.0,4.0,58.0
3509,568.0,4.0,58.0
3510,569.0,4.0,58.0
3511,570.0,4.0,58.0
3512,571.0,4.0,58.0
3513,572.0,4.0,58.0
3514,573.0,4.0,58.0
3515,574.0,4.0,58.0
3516,575.0,4.0,58.0
3517,576.0,4.0,58.0
3518,577.0,4.0,58.0
3519,578.0,4.0,58.0
3520,579.0,4.0,58.0
3521,580.0,4.0,59.0
3522,581.0,4.0,58.0
3523,582.0,4.0,58.0
3524,583.0,4.0,58.0
3525,584.0,4.0,58.0
3526,585.0,4.0,59.0
3527,586.0,4.0,58.0
3528,587.0,4.0,59.0
3529,588.0,4.0,58.0
3530,589.0,4.0,59.0
3531,590.0,4.0,59.0
3532,591.0,4.0,59.0
3533,592.0,4.0,59.0
3534,593.0,4.0,59.0
3535,594.0,4.0,58.0
3536,595.0,4.0,59.0
3537,596.0,4.0,59.0
3538,597.0,4.0,59.0
3539,598.0,4.0,59.0
3540,599.0,4.0,59.0
3541,600.0,4.0,59.0
