,t,Q,T
825,172.0,6.0,54.0
827,173.0,6.0,54.0
829,174.0,6.0,55.0
831,175.0,6.0,54.0
833,176.0,6.0,54.0
835,177.0,6.0,55.0
837,178.0,6.0,55.0
839,179.0,6.0,55.0
841,180.0,6.0,55.0
843,181.0,6.0,55.0
845,182.0,6.0,55.0
847,183.0,6.0,55.0
849,184.0,6.0,55.0
851,185.0,6.0,55.0
853,186.0,6.0,56.0
855,187.0,6.0,55.0
857,188.0,6.0,56.0
859,189.0,6.0,56.0
861,190.0,6.0,56.0
863,191.0,6.0,56.0
865,192.0,6.0,56.0
867,193.0,6.0,56.0
869,194.0,6.0,56.0
871,195.0,6.0,57.0
873,196.0,6.0,57.0
875,197.0,6.0,57.0
877,198.0,6.0,57.0
879,199.0,6.0,57.0
881,200.0,6.0,57.0
883,201.0,6.0,57.0
885,202.0,6.0,57.0
887,203.0,6.0,57.0
889,204.0,6.0,58.0
891,205.0,6.0,58.0
893,206.0,6.0,58.0
895,207.0,6.0,58.0
897,208.0,6.0,58.0
899,209.0,6.0,58.0
901,210.0,6.0,58.0
903,211.0,6.0,58.0
905,212.0,6.0,58.0
907,213.0,6.0,59.0
909,214.0,6.0,59.0
911,215.0,6.0,59.0
913,216.0,6.0,59.0
915,217.0,6.0,59.0
917,218.0,6.0,59.0
919,219.0,6.0,59.0
921,220.0,6.0,59.0
923,221.0,6.0,59.0
925,222.0,6.0,59.0
927,223.0,6.0,60.0
929,224.0,6.0,60.0
931,225.0,6.0,60.0
933,226.0,6.0,60.0
935,227.0,6.0,60.0
937,228.0,6.0,60.0
939,229.0,6.0,60.0
941,230.0,6.0,60.0
943,231.0,6.0,60.0
945,232.0,6.0,60.0
947,233.0,6.0,60.0
949,234.0,6.0,61.0
951,235.0,6.0,61.0
953,236.0,6.0,61.0
955,237.0,6.0,61.0
957,238.0,6.0,61.0
959,239.0,6.0,61.0
961,240.0,6.0,62.0
962,0.0,6.0,34.0
964,1.0,6.0,34.0
966,2.0,6.0,34.0
968,3.0,6.0,34.0
970,4.0,6.0,34.0
972,5.0,6.0,35.0
974,6.0,6.0,34.0
976,7.0,6.0,35.0
978,8.0,6.0,34.0
980,9.0,6.0,34.0
982,10.0,6.0,35.0
984,11.0,6.0,35.0
986,12.0,6.0,35.0
988,13.0,6.0,35.0
990,14.0,6.0,35.0
992,15.0,6.0,35.0
994,16.0,6.0,35.0
996,17.0,6.0,35.0
998,18.0,6.0,35.0
1000,19.0,6.0,35.0
1002,20.0,6.0,35.0
1004,21.0,6.0,36.0
1006,22.0,6.0,36.0
1008,23.0,6.0,36.0
1010,24.0,6.0,36.0
1012,25.0,6.0,36.0
1014,26.0,6.0,36.0
1016,27.0,6.0,36.0
1018,28.0,6.0,37.0
1020,29.0,6.0,37.0
1022,30.0,6.0,37.0
1024,31.0,6.0,37.0
1026,32.0,6.0,37.0
1028,33.0,6.0,37.0
1030,34.0,6.0,37.0
1032,35.0,6.0,38.0
1034,36.0,6.0,37.0
1036,37.0,6.0,38.0
1038,38.0,6.0,38.0
1040,39.0,6.0,38.0
1042,40.0,6.0,38.0
1044,41.0,6.0,38.0
1046,42.0,6.0,38.0
1048,43.0,6.0,38.0
1050,44.0,6.0,39.0
1052,45.0,6.0,38.0
1054,46.0,6.0,39.0
1056,47.0,6.0,39.0
1058,48.0,6.0,39.0
1060,49.0,6.0,39.0
1062,50.0,6.0,39.0
1064,51.0,6.0,40.0
1066,52.0,6.0,39.0
1068,53.0,6.0,39.0
